model,price,Kilometer,Årgang,Hestekræfter,Km/l,Tophastighed,Brændstoftype,Max. påhæng,Vægt,Gearkasse,Antal døre
"Mercedes C200 2,0 Komp. Classic",59900,256000,2001,163,10,230,Benzin,1.500,1.400,Manue,4
"Mercedes C220 d 2,2 AMG Line stc. au",319500,103000,2016,170,21,231,Diese,1.800,1.615,Automatis,5
"Mercedes R350 3,0 CDi aut. 4Matic",259900,271000,2011,265,12,235,Diese,2.100,2.150,Automatis,5
"Mercedes B180 1,5 CDi au",159900,149000,2014,109,24,190,Diese,1.200,1.365,Automatis,5
"Mercedes GLC250 d 2,2 AMG Line aut. 4Matic",529900,163000,2017,204,18,222,Diese,2.500,1.845,Automatis,5
"Mercedes CLS500 4,7 aut. BE",399800,169000,2011,408,11,250,Benzin,,1.890,Automatis,4
"Mercedes GE230 2,3",300000,94000,1996,126,,,Benzin,,,Automatis,
"Mercedes G400 4,0 G400 CDI",500000,230000,2001,250,,,Diese,,,Automatis,
"Mercedes GE230 2,3",375000,94000,1995,126,,,Benzin,,,Automatis,
"Mercedes - 2,3 SL230 Pagode",450000,78000,1965,150,,,Benzin,,,Manue,
"Mercedes C220 d 2,2 AMG Line stc. au",359900,21000,2017,170,21,231,Diese,1.800,1.615,Automatis,5
"Mercedes A200 1,6 Final Edition AMG Line",279900,44000,2018,156,18,224,Benzin,1.400,1.270,Manue,5
"Mercedes SLK200 2,0 Cabriole",75000,194000,1997,136,,,Benzin,,,Manue,
"Mercedes C250 d 2,2 Sedan",135000,246000,2009,204,,,Diese,,,Automatis,
"Mercedes 190 3,2 3,2 L. AMG",110000,189000,1990,280,,,Benzin,,,Manue,
"Mercedes C220 d 2,2 Business au",309895,42000,2017,170,23,235,Diese,1.800,1.570,Automatis,4
"Mercedes E300 2,2 BlueTEC Hybrid Avantgarde stc. au",369700,129000,2015,204,23,,Diese,,,Automatis,5
"Mercedes C250 d 2,2 AMG Line stc. aut. 4-M",549900,57000,2017,204,20,237,Diese,1.800,1.710,Automatis,5
"Mercedes ML320 3,2",42900,216000,2000,,,,Benzin,,,Automatis,
"Mercedes SL500 5,0",295500,151000,2001,306,,,Benzin,,,Automatis,
"Mercedes C180 1,6 Cabriolet au",529900,31000,2017,156,15,220,Benzin,1.800,1.515,Automatis,2
"Mercedes R320 3,0 CDi aut. 4Matic lan",84900,471000,2007,224,11,222,Diese,2.100,2.270,Automatis,5
"Mercedes CLS220 d 2,1 Shut and break st ca",397000,301000,2015,184,,,Diese,,,Automatis,
"Mercedes CLA220 d 2,2 AMG Line Shooting Brake au",309900,91000,2016,177,24,228,Diese,1.500,1.555,Automatis,5
"Mercedes GLK320 3,0 CDi aut. 4-M",105000,455000,2008,224,12,220,Diese,2.000,1.780,Automatis,5
"Mercedes E220 d 2,0 AMG Line au",414900,122000,2018,194,23,240,Diese,2.100,1.680,Automatis,4
"Mercedes E220 d 2,0 Avantgarde aut. 4Matic",499900,73000,2017,194,22,239,Diese,2.100,1.735,Automatis,4
"Mercedes A180 d 1,5 Progressive Line au",306900,24000,2019,116,26,202,Diese,1.400,1.445,Automatis,5
"Mercedes CL500 5,0 au",189900,189000,2001,306,8,250,Benzin,2.100,1.775,Automatis,2
"Mercedes CLA180 1,6 urban",197000,150500,2013,122,,,Benzin,,,Manue,
"Mercedes GLC250 d 2,2 AMG Line aut. 4-M",549700,128000,2017,204,18,222,Diese,2.500,1.845,Automatis,5
"Mercedes CLA200 d 2,2 Urban Shooting Brake au",244800,174000,2016,136,24,215,Diese,1.500,1.555,Automatis,5
"Mercedes SL55 5,4 AMG au",549900,107000,2002,476,7,250,Benzin,,1.850,Automatis,2
"Mercedes C220 d 2,2 Business stc. au",254800,155000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes E220 d 2,0 AMG Line stc. au",469800,124000,2017,194,22,235,Diese,2.100,1.680,Automatis,5
"Mercedes Viano 3,0 CDi Ambiente au",99900,519000,2007,204,11,198,Diese,2.500,2.040,Automatis,5
"Mercedes CLS350 3,0 CDi Shooting Brake aut. 4Matic BE",349800,213000,2014,265,15,250,Diese,2.100,1.870,Automatis,5
"Mercedes C220 d 2,2 AMG Line stc. au",349900,85000,2018,170,21,231,Diese,1.800,1.615,Automatis,5
"Mercedes 220 SE 2,2",,78000,1965,120,,,Benzin,,,Manue,4
"Mercedes 250 CE 2,5",159800,168000,1969,,,,Benzin,,,Manue,2
"Mercedes GL350 3,0 BlueTEC AMG Line aut. 4Matic",698000,194000,2014,258,14,220,Diese,3.500,2.355,Automatis,5
"Mercedes C220 2,2 CDi Edition C stc. aut. 4Matic",234990,118000,2013,170,18,219,Diese,1.800,1.565,Automatis,5
"Mercedes E280 3,0",49900,552000,2006,188,,,Diese,,,Automatis,
"Mercedes E400 3,0 Avantgarde Coupé au",399700,154000,2013,333,13,250,Benzin,1.800,1.625,Automatis,2
"Mercedes 200 2,1 Mercedes C200 2,2 CDi stc. BE 5d",130000,200000,2011,135,,,Diese,,,Manue,
"Mercedes CLA200 2,2 CDi Urban Shooting Brake",239900,98000,2016,136,23,215,Diese,1.500,1.430,Manue,5
"Mercedes B180 1,6 au",269900,59000,2016,122,18,200,Benzin,1.200,1.425,Automatis,5
"Mercedes C200 d 2,2 Cdi",125000,310000,2010,,,,Diese,,,Automatis,
"Mercedes GL350 3,0 BlueTEC AMG Line aut. 4Matic",240000,194000,2014,258,14,220,Diese,3.500,2.355,Automatis,5
"Mercedes C200 1,6 BlueTEC stc",187700,195000,2015,136,23,214,Diese,1.600,1.545,Manue,5
"Mercedes G55 5,5 AMG",900000,182000,2004,476,,,Benzin,,,Automatis,
"Mercedes 300 CE 3,0 au",109900,146000,1989,,,,Benzin,1.850,1.350,Automatis,2
"Mercedes CL500 5,0 au",199900,172000,2000,306,8,250,Benzin,2.100,1.775,Automatis,2
"Mercedes E220 d 2,0 Avantgarde stc. au",379700,196000,2017,194,24,235,Diese,2.100,1.680,Automatis,5
"Mercedes 350 SL 3,5 UOPLYST",185000,365000,1973,200,,,Benzin,,,Automatis,
"Mercedes CLS350 3,0 CDi aut. BE",299900,113000,2011,265,16,250,Diese,,1.715,Automatis,4
Mercedes C220 CDI Stationca,153000,257000,2014,170,,,Diese,,,Manue,
"Mercedes C220 d 2,2 220 BlueTEC Sedan",204999,257000,2015,170,,,Diese,,,Manue,
"Mercedes C220 d 2,2 Avantgarde stc. au",254900,137000,2015,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes G320 3,2 au",319900,348000,1995,211,7,178,Benzin,3.500,2.108,Automatis,5
"Mercedes C220 d 2,2 Business stc. au",314895,55000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
Mercedes C300,469880,17000,2019,258,17,239,Benzin,1.800,1.465,Automatis,5
"Mercedes CLS350 3,0 CDi Shooting Brake aut. BE",349900,134000,2014,265,16,250,Diese,2.100,1.810,Automatis,5
"Mercedes V220 d 2,2 Avantgarde aut. lan",500000,120000,2015,163,17,195,Diese,2.000,2.045,Automatis,
"Mercedes 190 E 1,8 E",49000,111000,1992,109,,,Benzin,,,Manue,
"Mercedes E220 2,2 BlueTEC Avantgarde stc. au",349800,125000,2015,170,21,222,Diese,2.000,1.745,Automatis,5
"Mercedes V250 d 2,2 aut. ekstra lan",440000,324000,2016,190,17,206,Diese,2.000,2.070,Automatis,
Mercedes CLS350 d,619900,33000,2017,258,16,247,Diese,2.100,1.995,Automatis,5
"Mercedes A220 d 2,2 AMG Line au",299900,83000,2016,177,24,224,Diese,1.500,1.385,Automatis,5
"Mercedes E220 2,2 BlueTEC Avantgarde stc. au",264900,182000,2015,170,21,222,Diese,2.000,1.745,Automatis,5
"Mercedes E220 d 2,0 Avantgarde stc. au",389900,122000,2017,194,23,235,Diese,2.100,1.680,Automatis,5
"Mercedes C220 2,2 CDi Avantgarde AMG stc. BE",134900,275000,2012,170,20,219,Diese,1.800,1.555,Manue,5
"Mercedes 250 2,5",89000,66000,1970,,,,Benzin,,,Manue,4
"Mercedes A180 d 1,5 Progressive Line au",299900,8000,2019,116,26,202,Diese,1.400,1.445,Automatis,5
"Mercedes V220 d 2,2 Avantgarde aut. lan",475900,101000,2015,163,17,195,Diese,2.000,2.045,Automatis,
"Mercedes E220 d 2,0 AMG Line au",599900,29000,2019,194,23,240,Diese,2.100,1.680,Automatis,4
"Mercedes CL500 5,0 au",149900,264000,1999,306,8,250,Benzin,2.100,1.775,Automatis,2
"Mercedes E350 d 3,0 V6",165000,270000,2009,234,,,Diese,,,Automatis,
"Mercedes CLK200 1,8 Komp. Elegance",59900,350000,2004,163,12,230,Benzin,1.500,1.450,Manue,2
"Mercedes CLA200 d 2,2 Final Edition SB au",339900,22000,2019,136,20,215,Diese,1.500,1.455,Automatis,5
"Mercedes E230 2,5",155000,134770,2007,204,,,Benzin,,,Automatis,
"Mercedes C200 d 2,2 CDI",39850,267000,2000,101,,,Diese,,,Automatis,
"Mercedes A180 d 1,5 Urban au",249900,36000,2017,109,26,190,Diese,1.200,1.325,Automatis,5
"Mercedes E63 5,5 AMG S stc. aut. 4-M",,88000,2013,585,10,250,Benzin,,1.945,Automatis,5
"Mercedes C43 3,0 AMG Coupé aut. 4-M",774900,45000,2017,367,12,250,Benzin,1.000,1.735,Automatis,2
"Mercedes E220 2,2 220 CDI BE AUT",139999,390000,2010,168,,,Diese,,,Automatis,
"Mercedes E250 2,2 CDi aut. BE",199900,231000,2010,204,17,240,Diese,1.900,1.635,Automatis,4
"Mercedes 450 SL 4,5",249900,103000,1975,,,,Benzin,,,Manue,
"Mercedes S320 3,0 CDi aut. lan",299900,256000,2008,235,12,250,Diese,2.100,1.900,Automatis,4
"Mercedes E220 2,2 CDi Elegance stc",11800,844000,2000,143,13,205,Diese,1.900,1.600,Manue,5
"Mercedes GLC220 d 2,2 aut. 4Matic",524800,80000,2018,170,20,210,Diese,2.500,1.845,Automatis,5
"Mercedes E250 2,2 CDi stc. aut. BE",249900,116000,2010,204,16,230,Diese,2.100,1.745,Automatis,5
"Mercedes E220 d 220 Cdi Be Aut 2,2",,369000,2011,170,,,Diese,,,Automatis,
"Mercedes C220 CDI 2,1",80000,520000,2008,168,,,Diese,,,,
"Mercedes A180 1,6",,35000,2018,120,,,Diese,,,Manue,
"Mercedes ML270 2,7 CDi au",99900,369000,2001,163,10,186,Diese,3.350,1.950,Automatis,5
"Mercedes E220 d 2,0 AMG Line au",559500,26000,2018,194,23,240,Diese,2.100,1.680,Automatis,4
"Mercedes C350 350 CDI BE.AUT. Avantgarde 3,0",165000,245000,2010,231,,,Diese,,,Automatis,
"Mercedes E250 2,0 AMG Line Cabriolet au",419900,114000,2014,211,15,,Benzin,,,Automatis,2
"Mercedes S500 SL 5,0",167000,144000,1998,,,,Benzin,,,Automatis,
"Mercedes E350 3,0 CDi Avantgarde Coupé aut. BE",224800,196000,2010,231,15,250,Diese,1.800,1.630,Automatis,2
"Mercedes E250 2,2 BlueTEC Avantgarde stc. au",344900,169000,2015,204,20,232,Diese,2.100,1.785,Automatis,5
"Mercedes E220 d 2,0 Avantgarde stc. au",299900,221000,2017,194,24,235,Diese,2.100,1.680,Automatis,5
"Mercedes E280 2,8 Elegance au",99900,243000,1993,193,10,227,Benzin,1.575,1.390,Automatis,4
"Mercedes E220 d 2,0 AMG Line stc. au",519500,70000,2017,194,22,235,Diese,2.100,1.680,Automatis,5
"Mercedes S320 3,2 au",124500,195000,2002,224,9,240,Benzin,2.100,1.775,Automatis,4
"Mercedes C43 3,0 AMG stc. aut. 4-M",649900,66000,2017,367,13,250,Benzin,1.800,1.735,Automatis,5
"Mercedes C280 2,8",69900,95000,1993,193,9,230,Benzin,1.575,1.500,Manue,4
"Mercedes C220 BlueTEC Luxury 7G-Tronic aut.  4d. 2,2",534800,138000,2015,177,,,Diese,,,Automatis,
"Mercedes ML350 3,0 CDi aut. 4-M",200000,252000,2010,231,11,220,Diese,3.500,2.085,Automatis,5
"Mercedes E220 d 2,0 Business au",399800,122000,2017,194,26,240,Diese,2.100,1.680,Automatis,4
"Mercedes E220 d 2,0 Avantgarde stc. au",299800,209000,2017,194,23,235,Diese,2.100,1.680,Automatis,5
"Mercedes E200 Blu Efficiency 2,1",195000,438000,2012,,,,Diese,,,Automatis,
"Mercedes Viano 3,0 CDi Ambiente aut. lan",205000,214000,2007,204,11,198,Diese,2.500,2.040,Automatis,4
"Mercedes E220 d 2,0 AMG Line stc. au",529500,59000,2017,194,22,235,Diese,2.100,1.680,Automatis,5
"Mercedes E350 350 BlueTEC Sedan 9G-TRONIC PLUS 3,0",314500,192000,2014,249,,,Diese,,,Automatis,
"Mercedes CLK200 2,0 Elegance",89900,70000,1999,136,11,208,Benzin,1.500,1.275,Manue,2
"Mercedes E350 3,5 CGi Avantgarde aut. BE",249900,112000,2010,292,12,250,Benzin,2.000,1.635,Automatis,4
"Mercedes 200 200 KOMP. 1,8",144999,117000,2009,182,,,Benzin,,,Manue,
"Mercedes 450 SLC Coupé aut. 4,5",119900,218000,1973,221,,,Benzin,,,Automatis,2
"Mercedes A180 d 1,5",229900,45000,2016,109,27,190,Diese,1.200,1.295,Manue,5
"Mercedes 250 CDI 2,2",,450000,2010,204,,,Diese,,,Automatis,
"Mercedes 500 SL 5,0",400000,60000,1992,244,,,Benzin,,,Automatis,
"Mercedes 250 SE 2,5 Coupé au",399900,71000,1966,,,,Benzin,,,Automatis,2
"Mercedes ML350 3,5 aut. 4Matic BE",549990,146000,2012,306,12,235,Benzin,3.500,2.030,Automatis,5
"Mercedes E200 2,1 200 BlueTEC Sedan 7G-TRONIC PLUS",189800,361200,2015,136,,,Diese,,,Automatis,
"Mercedes E200 2,1 200 BlueTEC Sedan 7G-TRONIC PLUS",179800,380100,2015,136,,,Diese,,,Automatis,
"Mercedes C200 1,8 CGi stc. aut. BE",189900,152000,2010,184,13,225,Benzin,1.800,1.465,Automatis,5
Mercedes ML320,249000,232000,2008,,,,Diese,,,Automatis,
"Mercedes E280 CDI 4-Matic 3,5",119000,530000,2008,190,,,Diese,,,Automatis,
"Mercedes GLE350 d 3,0 AMG Line Coupé aut. 4Matic",959900,139000,2016,258,14,226,Diese,2.900,2.250,Automatis,5
"Mercedes C220 2,2 CDi Avantgarde stc. au",89900,262000,2009,170,15,220,Diese,1.800,1.575,Automatis,5
"Mercedes E200 200 CDI  Sedan 7G-TRONIC PLUS 2,1",,305000,2014,136,,,Diese,,,Automatis,
"Mercedes 220 220 CDI 4M Stationcar 4MATIC 2,2",149000,157000,2013,168,,,Diese,,,Automatis,
"Mercedes Viano CDI 3,0",199000,295000,2006,202,,,Diese,,,Automatis,
"Mercedes 220 R00RP0 2,1",399000,101000,2015,168,,,Diese,,,Automatis,
"Mercedes E240 2,6 Elegance",79500,162000,2003,177,9,236,Benzin,1.900,1.475,Manue,4
"Mercedes 500 SEC 5,0",129900,490000,1984,,,,Benzin,,,Manue,2
"Mercedes C200 2,0",299800,52000,2016,184,19,237,Benzin,1.600,1.445,Manue,4
"Mercedes C220 2,2 BlueTEC AMG Line stc. au",369900,127000,2015,170,21,229,Diese,1.800,1.515,Automatis,5
"Mercedes 200 E CDI 2,1",27000,30000,2000,141,,,Diese,,,Automatis,
"Mercedes A180 d 1,5 180 CDI",155000,189000,2015,108,,,Diese,,,Manue,
"Mercedes A170 Classic 1,7",34900,333000,2005,116,15,188,Benzin,1.300,1.140,Manue,5
"Mercedes C250 2,2 BlueTEC AMG Line stc. 4Matic",429900,114000,2015,204,20,235,Diese,1.800,1.610,Automatis,5
"Mercedes C200 200 CDI  Stationcar 7G-DCT 2,2",162000,305000,2014,136,,,Diese,,,Automatis,
"Mercedes 280 SL 2,8 au",599900,166000,1970,170,,,Benzin,,,Automatis,2
"Mercedes E250 250T CDI BE AUT. 2,2",,347000,2010,204,,,Diese,,,Automatis,
"Mercedes SLK200 200 1,8",110000,90000,1998,,,,Benzin,,,Manue,
"Mercedes CLS500 4,7 aut. 4-M BE",699000,96000,2014,408,10,250,Benzin,,1.840,Automatis,4
Mercedes 300 E E,65000,252000,1987,,,,Benzin,,,Automatis,
"Mercedes E350 3,0 BlueTEC Avantgarde aut. 4Matic",399900,31000,2014,252,17,245,Diese,2.100,1.855,Automatis,4
"Mercedes E220 2,2 CDi Avantgarde au",249800,203000,2014,170,21,227,Diese,2.000,1.635,Automatis,4
"Mercedes 200/230 220 CDI BlueEFFICIENCY T Avangarde 2,2",220000,237000,2012,220,,,Diese,,,Manue,
"Mercedes C250 2,2 BlueTEC AMG Line stc. au",399900,81000,2015,204,21,241,Diese,1.800,1.560,Automatis,5
"Mercedes E220 2,2",45000,425000,2004,,,,Diese,,,Automatis,
"Mercedes E400 3,0 Avantgarde au",389900,119000,2014,333,13,250,Benzin,2.000,1.785,Automatis,4
"Mercedes C220 2,2 220 CDI BE",175000,235000,2011,167,,,Diese,,,Manue,
"Mercedes C220 d BlueTEC AMG-Line 2,2",444900,192000,2015,170,,,Diese,,,Automatis,
"Mercedes E200 2,2 200T CDI BE AUT",115000,473303,2011,134,,,Diese,,,Automatis,
"Mercedes V220 d 2,2 lan",530000,78000,2016,163,18,194,Diese,2.000,1.975,Manue,
Mercedes E320 CDI aut.  Stc,99800,262445,2006,224,13,,Diese,,2.460,Automatis,5
"Mercedes SLK230 2,3 Komp. au",134900,129000,1999,193,10,227,Benzin,,1.250,Automatis,2
"Mercedes E200 2,0 212",314900,124000,2015,136,,,Diese,,,Automatis,
"Mercedes 300 3,0 D",159900,105000,1983,,,,Diese,,,Manue,4
"Mercedes CLK230 2,3 UOPLYST",89000,389000,2009,193,,,Benzin,,,Automatis,
"Mercedes E200 2,2 CDi au",174900,380000,2014,136,20,207,Diese,1.900,1.635,Automatis,4
"Mercedes 300 SE 3,2",149900,110000,1992,231,8,230,Benzin,2.100,1.890,Automatis,4
"Mercedes E250 2,2 Avantgarde",245000,198000,2014,204,,,Diese,,,Automatis,
"Mercedes C200 2,2 CDi stc. BE",144800,199000,2011,136,19,209,Diese,1.800,1.535,Manue,5
"Mercedes C220 d 2,2 220 d Coupé",330000,140000,2016,167,,,Diese,,,Automatis,
"Mercedes A180 d 2,0 CDI  5d 6",59000,133000,2009,109,20,,Diese,,1.830,Manue,5
Mercedes C220 d 220 BlueTEC St.Car 7G-TRONIC PLUS,270000,199000,2015,170,,,Diese,,,Automatis,
"Mercedes C200 2,1 200 CDI  Sedan",185000,156000,2014,136,,,Diese,,,Manue,
"Mercedes A160 2,0 160 CDI",45000,170000,2007,80,,,Diese,,,Manue,
"Mercedes E220 2,1 CDI",139900,406000,2009,202,,,Diese,,,Automatis,
"Mercedes E220 2,1 220 CDI AUT",56000,616000,2005,150,,,Diese,,,Automatis,
"Mercedes E350 3,0 3.0 CDI",139900,353000,2011,265,,,Diese,,,Automatis,
"Mercedes GLK350 3,0 CDi aut. 4Matic BE",299299,145000,2012,231,12,,Diese,,,Automatis,5
"Mercedes E200 2,0 Coupé au",349900,75000,2014,184,17,240,Benzin,1.800,1.515,Automatis,2
"Mercedes Vito 116 2,2 CDi Kombi XL",250000,393000,2013,163,14,176,Diese,2.000,1.945,Manue,4
"Mercedes SLK200 1,8 Komp. au",269900,78000,2009,184,12,232,Benzin,,1.315,Automatis,2
"Mercedes Vito 113 2,2 CDi Kombi L",260000,320000,2014,136,14,,Diese,,,Manue,
"Mercedes Viano 2,2 CDi Ambiente aut. lan",200000,276000,2007,150,11,174,Diese,2.500,2.065,Automatis,5
"Mercedes E250 CGi Avantgarde stc. aut. BE 1,8",299900,121000,2010,204,12,230,Benzin,2.100,1.635,Automatis,5
"Mercedes E350 3,0 Sedan",275000,250000,2011,210,,,Diese,,,Automatis,
"Mercedes C180 1,6 Coupé aut. BE",259900,54000,2012,156,17,223,Benzin,1.800,1.405,Automatis,2
"Mercedes 200 2,0 D",79800,290000,1982,,,,Diese,,,Manue,4
Mercedes E270 270 CDI AUT,75000,567000,2003,,,,Diese,,,,
"Mercedes E200 CDi Avantgarde stc. aut. BE 2,2",179900,397000,2010,136,16,203,Diese,2.100,1.745,Automatis,5
"Mercedes 280 S 2,8",179900,37000,1978,,,,Benzin,,,Manue,4
"Mercedes 230 SL 2,3 Cabriolet au",369900,69000,1964,170,,,Benzin,,,Automatis,2
"Mercedes 450 SLC 4,5",147900,106000,1975,200,,,Benzin,,,Manue,2
"Mercedes SL320 3,2 Cabriolet au",249900,124000,1997,231,8,,Benzin,,1.675,Automatis,2
"Mercedes C220 2,2 Avantgarde au",139900,56100,2008,170,,,Diese,,,Automatis,
"Mercedes SLK200 1,8 BE",399900,89000,2014,184,16,240,Benzin,,1.335,Manue,2
"Mercedes E200 2,1 J001M0",,87000,2009,,,,Diese,,,Automatis,
Mercedes GLA220 d,485000,13500,2016,,,,Diese,,,Automatis,
"Mercedes E200 2,0 Avantgarde au",299900,53000,2013,184,17,233,Benzin,1.900,1.555,Automatis,4
"Mercedes C200 1,8 200 KOMP",165000,182000,2007,184,,,Benzin,,,Manue,
"Mercedes C220 2,2 CDi Avantgarde stc. aut. BE",129900,351000,2009,170,17,219,Diese,1.800,1.565,Automatis,5
"Mercedes E350 3,5 CGi Avantgarde stc. aut. BE",399800,37000,2011,292,12,250,Benzin,2.100,1.745,Automatis,5
"Mercedes C200 2,2 CDi Classic stc. aut. BE",100000,353000,2010,136,17,207,Diese,1.800,1.550,Automatis,5
"Mercedes Sprinter 315 2,2 CDi R2 Kombi au",225000,405000,2011,150,,,Diese,,,Automatis,4
"Mercedes C250 d 2,2 T  CDI BlueEfficiency  Stc 6",169800,110000,2010,204,19,,Diese,,2.215,Manue,
"Mercedes 190 E 2,6",129900,202000,1991,160,9,210,Benzin,1.250,1.275,Manue,4
"Mercedes E350 BlueTEC Avantgarde aut. 3,0",380000,297000,2014,252,18,250,Diese,2.100,1.785,Automatis,4
"Mercedes E220 2,2 CDi Coupé aut. BE",299900,147000,2012,170,17,234,Diese,1.800,1.570,Automatis,2
"Mercedes CLK230 2,3 Komp",99800,72000,2000,197,10,235,Benzin,1.500,1.350,Manue,2
"Mercedes 500 E 5,0",289900,309000,1991,326,8,,Benzin,,,Manue,4
"Mercedes 300 3,0 D au",59900,376000,1984,88,11,150,Diese,1.475,1.450,Automatis,4
"Mercedes 190 E 3,7 AMG",189900,226000,1987,280,,,Benzin,,,Manue,4
"Mercedes Viano 2,2 CDi Ambiente au",130000,434000,2004,150,11,174,Diese,2.500,2.065,Automatis,5
"Mercedes Viano 3,0 CDi Trend au",175000,318000,2007,204,11,198,Diese,2.500,2.040,Automatis,5
"Mercedes 300 3,0 D",59900,645000,1982,,,,Diese,,,Manue,4
"Mercedes Viano 3,0 CDi Trend aut. lan",180000,299000,2007,204,,,Diese,,,Automatis,5
